created_on,town,location,title,description,url_id,bedrooms,price
,Nairobi,Embakasi,2 Bedroom Close to Kwa Chief Stage,"1.2 bedroom close ro the stage
2.Rent is 18k
3.First floor
4sitting balcony
5.Spacious...",q2sDVr7eSYr3wmOYtAlUDaw9.,2,18000
,Nairobi,Embakasi,One Bedroom to Let in Utawala,Located near Tumaini supermarket in Utawala inside a gated court with 24hr security services. Water...,r9qDLmrQTxtpjwKCQVxDV4yB.,1,10000
,Nairobi,Embakasi,House To Let 5bedroom Mansionetter,"new style 5B/R corner house with 5 cars parking space nice well maintained,garden areas both inside...",roNlNqsxiwq1i0AvJsAXocOl.,5,130000
,Nairobi,Embakasi,Executive 1 Bedroom,"Viewing charges  
1.Bedsitters sh.800 
2.1/2/bdrm master ensuite
 sh.1000 .
 3.3,4,5 bdrm own...",rpbp4kRzOVd9qtW8uppaPDdz.,1,14000
,Nairobi,Embakasi,Two Bedrooms Apartments At Fedha To Let,Two bedrooms apartments at fedha to rent with master bedroom ensuite and with well built wardrobes...,s25b9L9o6ovfEmQZI6SFmhCf.,2,30000
,Nairobi,Embakasi,Executive Three Bedroom Apartment To Let In Nyayo Estate Embakasi,"Ad details
-Three bedrooms with a master en-suite, 
-Living room and separate dining area,...",s7LIcXMSEh3H7y4L4qLevtZ8.,3,40000
,Nairobi,Embakasi,Letting 2 BEDROOM UTAWALA,"Spacious unit with plenty of water
parking available",snNKLfrZB4DKQ0NXZmEu8dZ3.,2,22000
,Nairobi,Embakasi,1 Bedroom Available To Let In Utawala MC,"Call or text to arrange for viewing free of charge. 1 bedroom (KES 8,000.00) available for rental in...",tOzyYfl5atSeotgl5P3eW2pu.,1,8000
,Nairobi,Embakasi,1 Spacious Executive Bedroom,"Viewing charges  
1.Bedsitters sh.800 
2.1/2/bdrm master ensuite
 sh.1000 .
 3.3,4,5 bdrm own...",tV2sf5bDnl2E222Z6bN88MJk.,1,12000
,Nairobi,Embakasi,Letting 2 BR Ensuite Fedha,"located in fedha 
Spacious 
plenty of water
internet connection",uiaEHhqw4XX6REaeo6fIR3Ns.,2,20000
,Nairobi,Embakasi,Executive 1 Bedroom,"Viewing charges  
1.Bedsitters sh.800 
2.1/2/bdrm master ensuite
 sh.1000 .
 3.3,4,5 bdrm own...",un3N2U9ZezP7yBkJImcQTSQX.,1,14000
,Nairobi,Embakasi,Three Bedroom House To Let Nyayo Estate,"Three bedroom master ensuite 
Nyayo estate inside and one of the best estate.
Rent is 35k monthly...",v2FPyZh6YzGc7JJwgJbKeCVX.,3,35000
,Nairobi,Embakasi,One Bedroom House For Rent In Tassia,"One bedroom house for rent in Tassia - 12,500/=

FEATURES
spacious bedroom
spacious sitting...",v46wAU5NPYOOtxRr5ObUs3vA.,1,12500
,Nairobi,Embakasi,Three Bedroom Duplex House For Rent,"in a gated community
own compound
backyard area
enough water storage and supply 
call071*********",wONDRPeHtkhKPGctBtLIyxvW.,3,45000
,Nairobi,Embakasi,Letting Executive One Bedroom Utawala,"Newly built units close to naivas supermarket opp
ap utawala
call us",wS80iioOQGBw530hb3jOr7Td.,1,15500
,Nairobi,Embakasi,2 Bedroomed Houses to Let at Capital Hill Ruai,Newly built houses for rent at capital hill ruai for 12k a month.,wSLnDWrXcEyeTUFNnp0fcfR1.,2,12000
,Nairobi,Embakasi,Letting 2 Bedroom Fedha,"Spacious unit with plenty of water
ample parking
separate toilet and bathroom
call us",wpwrsj9KsXItmAhdXc4hcBYF.,2,20000
,Nairobi,Embakasi,Spacoius 1 Bedroom,"veiwing charges 
this inludes looking for other houses options untill you meet your objective of...",wrpyFVxYBjgzSAtlrCWRKQms.,1,13000
,Nairobi,Embakasi,Letting of a 3br Main House,"In a gated community,has borehole,service charge inclussive",xwNFx3mJwsokdVRT6EL3BJwr.,3,45000
,Nairobi,Embakasi,Letting Executive 2 Bedroom Donholm,"newly built units along outering Rd
perfect finishes
ample parking
plenty of water
balcony
high...",yESMaaEut071hGK64PJeB1Pa.,2,35000
,Nairobi,Embakasi,3 Bed All Ensuite Imara Daima,"Has a lift
swimming pool
gym 
kids area
2 parking + visitors parking
inbuilt wardrobe
open plan...",yEYAShPPs0mbnq7BsEMAslTm.,3,45000
,Nairobi,Embakasi,Very Executive 2 Bedroom Master Ensuite In Utawala,"Viewing charges  
1.Bedsitters sh.800 
2.1/2/bdrm master ensuite
 sh.1000 .
 3.3,4,5 bdrm own...",yyy8Ealg54aACze5tNOqykgR.,2,24000
,Nairobi,Embakasi,Executive 3 BR Ensuite Imara Daima,"Executive two bedroom ensuite imara daima
rent::41000/- inclusive service charge(water, security,...",za223IfmvHFW67LjqXhXRm7r.,3,41000
,Nairobi,Embakasi,Letting Two Bedroom Fedha,"Spacious unit with good finishes
plenty of water",ziNavhJfJ4S6aIpPbOpfnUoa.,2,27000
,Nairobi,Embakasi,Executive 2 Bedroom In Astrol,"Viewing charges  
1.Bedsitters sh.800 
2.1/2/bdrm master ensuite
 sh.1000 .
 3.3,4,5 bdrm own...",zjtEt4DweI6TOpeZmWacZ4dQ.,2,25000
,Nairobi,Mountain View,Loresho Letting Lovely 2 Bedrooms Guest Wing,Loresho letting lovely 2 bedrooms guest wing ready for. Occupancy... Located inside gated community...,1133KNnRJgjNv4qLg3N1E4Lm.,2,55000
,Nairobi,Mountain View,Excellent 3bedroom Apartment In Loresho,"To let

falling vacant this july 2019
an excellent 3bedroom with sq master ensuite apartment will be...",151CgXCpM4LonrTbAwgpJHm4.,3,75000
,Nairobi,Mountain View,2bedroom Apartment Near Mountain View,"Tolet
ideal 2bedroom master ensuite apartment  located off waiyakiway.
Accessible and...",2BcamBcj3emdlSfM39GsU4qr.,2,33000
,Nairobi,Mountain View,Amazing 3bedroom Apartment Mountain View,"To let
an excellent,ideal,spacious and affordable brand new 3bedroom apartment is now available for...",2IpT3svGcrhG56MKUAbYzC6Z.,3,45000
,Nairobi,Mountain View,Loresho - 4 Bedroomed Bungalow,This is a four bedroomed bungalow within a gated community in Loresho. The house has sitting and...,48rLrzIcaVUPIaiGrEUUbYJp.,4,200000
,Nairobi,Mountain View,An Elegant 4 Bedroom Stand Alone Double Storey House In Loresho Estate,Here comes another luxurious home with a 4 bedroom stand alone double storey house within the heart...,59DeIybgrTKCxexpcFiVEx99.,4,200000
,Nairobi,Mountain View,"Executive 3 Bedroom Apartment to Let at Mountain View, Waiyakiway","Price is what you pay, value is what you get. Where affordability meets exquisite lifestyle 🤞
3br to...",7OH7YBSgUCPxEKA2NSOYhXw8.,3,60000
,Nairobi,Mountain View,4bedrooms Stand Alone On Half Acre,"Get a 4bedrooms  stand alone master bedroom ensuite with dsq, its sitting  on half acre, well...",7nj5wil49446FAzBhJfCorU3.,4,120000
,Nairobi,Mountain View,1 Bedroom Apartment in Mountain View Estate,"One bedroom apartment in mountain view estate off waiyaki way.
Spacious, neat and well...",7oSQHZnGpiw3CxbBRyBBfqmI.,1,32000
,Nairobi,Mountain View,One Bedroom To Let Near Mt View Estate,"Located in a secure location, 50m from the tarmac, ample parking, instant shower, zuku and safaricom...",8RcvaChyvpl2P7a9wOvILdMy.,1,18000
,Nairobi,Mountain View,Newly Built 3 Bedroom Apartment in Mt View Area Along Waiyaki Way,"Newly built 3 bedroom apartments to let at mountain view along the waiyaki way
Rent#...",8b3JeIKsj2oofCDAYKH1d6Y.,3,60000
,Nairobi,Mountain View,1bedroom Guest House in Mountain View 32k,"#tolet
an ideal #1bedroom guest house is available in #mountainview #estate gated community. 
It is...",9XsYCKicFyYBdDwdyePty36c.,1,32000
,Nairobi,Mountain View,Executive 2 Bedroom Apartment To Let Near Mountain View,"The apartment is located in a secure location, 100m from the stage. Master ensuite, 2 balconies,...",ASB7uJdSnqKFbIvSqEhD6V6f.,2,45000
,Nairobi,Mountain View,Newly Completed Three Bedroom House to Let,"Newly completed three bedroom house to let
ksh32,000
kikuyu gardens
very spacious with ample...",Bxamboja08LAEdPhkOF3GPry.,3,32000
,Nairobi,Mountain View,4 Bedrooms Bungalow - Loresho,"This 4 bedrooms unit features a spacious sunken living lounge with a separate dinning area, modern...",Ir6AWMGzVdsxQDB5AFiqXf1.,4,140000
,Nairobi,Mountain View,1 Bedroom Apartment On Waiyaki Way Mountain View Estate,"It's a 1 bedroom apartment in a gated community Mountain View Estate, A very nice and friendly place...",Unr8uq9cs9fmG7ZQWfT1cs4.,1,37000
,Nairobi,Mountain View,Executive 2 Bedroom Apartment To Let At Mountain View Off Waiyaki Way,"Ample parking, sufficient water supply, good security, CCTV surveillance, master ensuite, open plan...",fF4fAyWUj9NFt4JD1eW9WPVq.,2,50000
,Nairobi,Mountain View,2bedroom Master Ensuite Near Mountain View,Amazing and beautiful 2bedroom master ensuite apartment off WaiyakiWay near Mountain View is now...,fNyGiZCss7kjWvl4KNXVR9rn.,2,40000
,Nairobi,Mountain View,Spacious Two Bedroom Master Ensuit To Let,"Spacious two bedroom master ensuit to let
with spacious rooms
has large windows that allow natural...",frqCLwAdE8kScvShtnhWGHBV.,2,25000
,Nairobi,Mountain View,One Bedroom to Let in Loresho,A well finished one bedroom apartment with plenty supply of water and internet connectivity...,glTIKxNcb1H0fhUIgQjbP1lN.,1,25000
,Nairobi,Mountain View,A Beautiful 2 Bedroom Apartment In Loresho,Get yourself an affordable home within the serene of Loresho. It is a beautiful and massive 2...,hczlsFQJLSHhEzD1LkzdxjTb.,2,55000
,Nairobi,Mountain View,Spacious 2bedroom Apartment Near Mountain,spacious and ideal 2bedroom master ensuite apartment located in the Mountain View surroundings off...,iUSNeeDrFSbWJ7K4NVaRddmd.,2,40000
,Nairobi,Mountain View,2 Bedroom Apartment on Waiyaki Way Near Mountain View,Lovely 2 bedroom apartment available for rent. Conveniently located off Waiyaki Way near Mountain...,iUZhxYTDJXw4bQXGWDSPVY8C.,2,30000
,Nairobi,Mountain View,Brandnew 2 Bedroom Apartment To Let Near Mt View Estate,"Located near Mt view surrounding, access road is tarmacked, master ensuite, safaricom home fiber,...",iVMRwdqjWu5PP9L7nFUXMj5L.,2,30000
,Nairobi,Mountain View,A Very Executive 1 Bed Flat Near Mountain View.,"A very convenient loaction to public transport,entertainment joints and Shopping malls.Has large...",ijRwzTXq8OOlvjJquyEhqECD.,1,18000
,Nairobi,Mountain View,3 Bedroom Apartments In Kabete,Conveniently located off Waiyaki Way  are these executive 2 & 3 bedroom apartments with solar...,kkUSsCpef1pLvepd5apmQpBH.,3,50000
,Nairobi,Mountain View,Two Bedroom Apartment to Let,"With spacious rooms
ample parking space
has borehole
less 3 mins fron stage
in a quiet and serene...",l174QICVKcRbYv4a4XJLVVXk.,2,25000
,Nairobi,Mountain View,Two Bedroom Ensuite Mt View,2bedroom ensuite to let along Waiyaki Way at Mountain View N Market going for #ksh40k inclusive of...,mt7iOPDZ19oK8KjxpBmKBiyN.,2,40000
,Nairobi,Mountain View,Ideal 3bedroom Apartment In Westlands,"To Let
An excellent,ideal and spacious 3bedroom all ensuite apartment is available in westlands in a...",ne2iRptPdZgX9y3BKYbyknCq.,3,140000
,Nairobi,Mountain View,1 Bedroom In Mountain View Estate,"Secure  Location 
Ample  parking 
Clean  and well maintained 
Close to  churches, schools and ...",oXdi1HEpIW00H2hdsZQ2XmBy.,1,35000
,Nairobi,Mountain View,4 Bedroom Maisonette All En-Suite in Marurui Near Windsor,"Now available for June 2020,this is a brand new 4 bedroom maisonette all en-suite in marurui near...",rBtrlb8XUPcMzpuZpfdJ4eyZ.,4,100000
,Nairobi,Mountain View,2 Bedroom Flat To Let At Mountain View Along Waiyaki Way,"Located in a secure location, 50m from the road, ample parking parking, separate toilet and...",svZuC3HxJFqVL2d5jt9iRYdb.,2,24000
,Nairobi,Mountain View,Ideal Two Bedroom Apartment To Let Around Mt View Area,Ideal and spacious 2Bedroom master ensuite apartment off WaiyakiWay near mountainview. Brand new and...,v5ovPJzSC0Sum4S6Stip1Iow.,2,38000
,Nairobi,Mountain View,New 2 Bedroom Apartments in Uthiru,"New 2 bedroom apartments in a beautiful location. Available immediately.
Call us today we arrange a...",xc3lhifNMjUYXT08yQiE4JpF.,2,35000
,Nairobi,Westlands,"Westlands, School Lane, One Bedroom Fully Furnished,Swimming Pool","Fully furnished one bedroom serviced apartment with fitted kitchen, in a serene setting you could...",11QyYqqK0UQPddwdGfUX56Hj.,1,115000
,Nairobi,Westlands,One Bedroom Apartment,"a stunning, spacious one bedroom apartment,the unit is located walking distance to sarit...",13c5zeXNdoS8X0DRS3Ti89i0.,1,50000
,Nairobi,Westlands,Fully Furnished 2 Bedrooms In Westlands,"Clean and well maintained apartment
24 hours security guards and alarm system
close to shopping...",14ghNVlGvapkvsNkdiNgUkRp.,2,80000
,Nairobi,Westlands,Amazing 4 Bedrooms + Sq House To Let In Westlands,"This property is close to shopping malls and schools like abc, lavington mall, westlands sarit...",1BzJmLCiX46ui2ewoBjMC1ZU.,4,150000
,Nairobi,Westlands,2-bedroom Master En Suite Apartment To Let In School Lane Westlands,"* master en suite
* open plan kitchen
* sizeable balcony
* very well lit naturally
* full back up...",1JY5FNrfkuPU2a7uK0fQOctL.,2,60000
,Nairobi,Westlands,4 Bedroomed Townhouse To Let In Runda.,This is a residential development of sixty eight newly built homes. The village is located in the...,1Kjrai5K21PcQVmB4nbjyvQL.,4,390000
,Nairobi,Westlands,4 Bedroom Townhouse to Let in Westlands,"•	spacious well-lit sunken lounge
•	tv room
•	master ensuite
•	the house has wooden parquet...",1ebuHe7whB2rr31nvmxXWYog.,4,130000
,Nairobi,Westlands,Executive 4 Bedroom Town House Plus To Let,4 bedroom maisonette with a servants quarter located #Gigiri.  Features; *Master ensuite with walk...,1ewl6mA0IaNw2JMqdSusqC9g.,4,270000
,Nairobi,Westlands,Well Maintained 5 Bedroom House To Let In Thigiri,"5 bedroom all ensuite house to let in Thigiri .

Wonderful kitchen with a cooker and a fridge...",1iha0rs7Wroc87pBSei9SngB.,5,350000
,Nairobi,Westlands,A Contemporary 3 Bedroom Apartment With Sq For Rent In Brookside,Incredible opportunity to live in an exquisite and contemporary 3 bedroom unit with all bedrooms en...,2ASnHaazT2Fdj0LFQcvykgaQ.,3,150000
,Nairobi,Westlands,3bedrooms Apartment,"A stunning 3bedrooms apartment, super finishes, very spacious rooms, master ensuite.modern fitted...",2KVTI5q4wNxezanduQd3Uub1.,3,80000
,Nairobi,Westlands,"To Let- Spacious 2 Bedroomed Apartment in Westlands, Rhapta Road","To let- in westlands along rhapta road is a 2 bedroom apartment very quiet, spacious,safe,secure...",2zMwzUsm9WLpI8nymWDjlSNC.,2,60000
,Nairobi,Westlands,Luxurious 2br Apartment At Riverside,A spacious two bedroomed apartment with nice view in a serene environment. Security is superb. water...,38dpA4mzP1XlN34oTgWCQfem.,2,75000
,Nairobi,Westlands,Rustic 5 Bedroom House In Brookside,"Timeless and dignified, this property offers unparalleled hand-crafted details from the inviting...",3E0xkOaAFhTtIVGQXflnD3VP.,5,200000
,Nairobi,Westlands,5 Bedroom House To Let In Loresho,"5 bedroom 2 ensuite ,study ,2 family rooms ,solar heating,inverter ,enough water storage .

Price is...",3UFXCA1hldbHqD3KaXk2Z8qh.,5,300000
,Nairobi,Westlands,3 Bedroom Riverside Drive,"To let/Sale... Riverside drive, 3 bedroom apartment, 2500 sq ft, all en-suite.with a bath tub",3WhrrBrz5AkUIwf4gsTYccV0.,3,85000
,Nairobi,Westlands,1 And 2 Bedroom Apartments ( Furnished)To Let,1 & 2 br furnished apartments  in a gated community along stima lane in Westlands near westgate and...,3X3hMkW0P4QTTl0jKp7MfgME.,1,100000
,Nairobi,Westlands,4 Bedroom Apartment In Westlands,4 bedroom apartment in westlands,3XK784I0KaDB2vhH21C31Bgz.,4,160000
,Nairobi,Westlands,3 Bedroom Apartment for Rent in Stone Bridge Rhapta Road,An immaculate 3 bedroom apartment with all en suite bedrooms located on rhapta road. It features a...,3iWyExtY3IAGp2TMb6O0EjjN.,3,120000
,Nairobi,Westlands,5 Bedroom Townhouse in Westlands for Rental.,"To let- available immediatley is a 5 bedroom townhouse in westlands ,brookeside area along matundu...",3lUUfmem6QJRrPICqDV4WtFj.,5,135000
,Nairobi,Westlands,4 Bedroom Apartment On Raphta Rd Wesylands,"At david osieli road westlands. 
4 bedroom 
2 en suite 
2 sharing. 
Pool 
gym
on 3rd floor",3q4QRgiDTxm4BlPwKREJCVoJ.,4,90000
,Nairobi,Westlands,An Executive 3 Bedroom Apartment In Westlands Close To Sarit Centre,Here comes an executive 3 bedroom apartment within the heart of Westlands close to Sarit centre. It...,3sR69F5loTZL3BjmslPDjMbL.,3,70000
,Nairobi,Westlands,"To Let, 5 Bedroomed Townhouse Brookside Area",To let- in westlands most sought area of brookside is a 5 bedroom townhouse.within a triple storied...,3wIMYfaTj1obSklPcEZQL7dv.,5,135000
,Nairobi,Westlands,Loresho 3 Bedrooms Master Ensuite Plus Sq To Let,"Loresho Greens 3 bedrooms master ensuite plus dsq to let 
-easy access to waiyaki way and spring...",4YU4VedFqzAsqbfbdp4VCDjq.,3,70000
,Nairobi,Westlands,3br Apartment Plus DSQ In Westlands,A luxurious three bedroom apartment with a DSQ in the heart of westlands with the following features...,56bCpxAvblg6VkTJxxKYFqv5.,3,90000
,Nairobi,Westlands,"2 Bedrooms to Let in Riverside Drive, Westlands","Secure location in riverside drive, westlands
.Approved u.N security standard
.With 24 hours...",5BRPar0U7dm3EJ8xXGKAtyXr.,2,75000
,Nairobi,Westlands,3 Bedroomed Apartment Westlands,Seeking tenant for a spacious fully furnished 3 bedroomed apartment all ensuite located along Rhapta...,5H5kNKR8WebudKAh60YPhzg0.,3,160000
,Nairobi,Westlands,Wooden and All Ensuite 2 Bedroom for Let,Looking for a wooden 2 bedroom all Ensiute in Riverside for renting? Well you have just found...,5IYzMu0P3vksZMh6oYU75Had.,2,75000
,Nairobi,Westlands,"4 Bedroom Maisonette to Let in Westlands, Nairobi","•	spacious well-lit lounge
•	tv room 
•	all bedrooms are ensuite
•	master bedroom fitted with a...",5K9SIKc7k5W4LGVo0nmqCTMR.,4,230000
,Nairobi,Westlands,2 Bedrooms Apartment,"Clean and well maintained.
24 hours Security Guards and alarm system
close to public transport,...",5ioIhS64cBcvifJjeKtKY4fl.,2,45000
,Nairobi,Westlands,4 Bedroom Apartment On,"4 bedroom apartment off raptha road. 
three bedrooms are ensuit
spacioirs kitchen with inbuitt...",5uNr33qlIYV3eEfh1CNWc6fw.,4,100000
,Nairobi,Westlands,1 Bedroom Apartment for Rent in Westlands Near Sarit Centre,Located in a secure location is this 1 bedroom apartment for rent in westlands. The apartment is in...,63ZhneZG9zf6sms8GhAKrM0G.,1,45000
,Nairobi,Westlands,"3 Bedroom Town House, Master En-Suite","3 bedroom town house master en-suite, located in westwards, near agakhan school. The property is...",66mSiydxQKCQ5ijVBNoSwZc2.,3,110000
,Nairobi,Westlands,2 Bedroom Ground Floor Ideal for Seniors With Patio,"2 bedroom unfurnished, with garden ground floor, contact for viewing, available immediate.",6DLng6VqAFWQh0RssPeGFciy.,2,65000
,Nairobi,Westlands,LORESHO 4bedroom,"amazing #4bedroom 2ensuite stand alone #house in the posh #loresho suburb.
 Stands on a 1⁄2acre...",6Ew5B6zhxL4F7ZBaeCWgu178.,4,200000
,Nairobi,Westlands,2 Bedroom Furnished Apartment L. Kabete Rd No 118 Westlands,"Looking for an executive, spacious, beautiful, well finished apartment that are fully furnished?...",6bNELMc284rkwpLwdiBNBjoS.,1,3500
,Nairobi,Westlands,3 Bdrm All Ensuite Apartment to Let,Letting this elegant and modern apartment in a serene court of few units in westlands - off rhapta...,6hqKk5RrzZHIBHflUMUdv8cb.,3,80000
,Nairobi,Westlands,Mountain View 3 Br.Apt,walking to public transport adequate water.,6mLucbaWL1eW10arUQluun1Q.,3,80000
,Nairobi,Westlands,2 Bedrooms To Let In Westland.,"2 bedrooms all ensuit with a good finishing, in Westland.
There's gym,lift,pool,borehole water,full...",6umEMmRDNMUbfMbsWHfkt5KS.,2,90000
,Nairobi,Westlands,2 Bedrooms All Ensuite Apartment To Let In Westland,2bedrooms apartment to let in westland all ensuite,6uoIxchHA8pWb3mf74ryvJCg.,2,75000
,Nairobi,Westlands,3 Bedrooms in Brookside Westlands 80k,"Approved u.N security standards
24hours security guards and alarm system
spacious rooms with natural...",7BTVoyWoTjd81StmsO04oYiw.,3,80000
,Nairobi,Westlands,3 Bedroom Apartment / Flat In Westlands To Rent,">the serene ,green, breezy part of brookside, wetlands
> spacious bright rooms with natural light.,...",7IGiTjyK3O76SZcAEvb119w.,3,85000
,Nairobi,Westlands,4-Bedroom Duplex Apartment to Let in Westlands,"* 2 bedrooms upstairs en suite.
* semi-open fully fitted kitchen.
* spacious laundry area with a...",7ItbUiqDUlhh4BPqIi7aYGQJ.,4,100000
,Nairobi,Westlands,3 Bedrooms Apartment To Let In Westlands,"this property is available to let, it's close to shopping malls like West gate, Sarit center, abc...",7K0oVenyuIF3WUyCqqqCWMu7.,3,72000
,Nairobi,Westlands,4 Bedroomed House To Let In Muthaiga North,4 bedrooms house on half acre with good garden.,7oGV5WhoTOcZiygPw9G5bO2M.,4,180000
,Nairobi,Westlands,Splendid 1br In Westlands.,"A meticulous one bedroomed apartment with the following features :
*Spacious living room With a nice...",7xnl49eFrn9rlfNcHBlboWpM.,1,40000
,Nairobi,Westlands,3 Bedroom Master En-Suite Riverside 75k,Stunning  3 bedroom  apartment on riverside  drive,7xt6i3OQKxGh79cYrZacQj0i.,3,75000
,Nairobi,Westlands,Executive 3bedroom To Let In Westlands(Stima Lane),"Excutive 1 ,2 and 3br apartments in Westlands along stima lane, 2mins drive to westgate mall and the...",8BOYV3HxiUfS0jwk77hCQ6ow.,3,80000
,Nairobi,Westlands,Westlands 5bedroomed Townhouse 3 Ensuite,"Located at muthangari villas on muthangari rd off waiyaki way lies this beautiful townhouse
newly...",8KTBtXimNfohbDm9KYvbKdjX.,3,170000
,Nairobi,Westlands,Two Bedroom Fully Furnished Apartment In Westlands,two bedroom fully furnished apartment in westlands mutithi road,8QVajAVomxL6g0DUNVPDsQzF.,2,70000
,Nairobi,Westlands,3 Bedroom All Ensuite in Rhapta Road,"Unfurnished 3 Bed + Dsq in Westlands all en-suite 
Features 
well built unit with quality...",8RyTIWtICDqiP2POfh0qAMLz.,3,150000
,Nairobi,Westlands,2bedroomed Apartment in Loresho,A spacious two bedroomed apartment in the heart of Loresho with both borehole water and city Council...,8Sx2R1t2yynmA4ZkeKEZG1sl.,2,30000
,Nairobi,Westlands,Furnished Two Bedroom Guesthouse to Let in Runda,"The guesthouse is along Ruaka Road in Runda and fully furnished. It has a lounge , open plan...",8bJwRPUYLveS6WilN3YsQEKr.,2,150000
,Nairobi,Westlands,Furnished 2 Bedrooms In Westlands,"Serene and secure location.
24 hours security guards and alarm system, cctv cameras
ample parking...",8ueYq6nTrYzfy0MvRBAkU9Ro.,2,85000
,Nairobi,Westlands,Fully Furnished 2 Bedroom Plus SQ Nestled In A Cul-de-sac,"Featuring high-end living standards, this lovely 2 bedroom fully furnished apartment includes an SQ...",8vhD07OSrnGSYtjnpJVysjEn.,2,220000
,Nairobi,Westlands,Mountainview Area Letting One Bedroom,"Letting mt view area near the road conveniently located 1 bedroom house letting 
@ kshs 20500 and...",905NOf686AJ1GOBDDBQks5md.,1,18500
,Nairobi,Westlands,4 Bedrooms Bungalow In Muthaiga,"This 4 bedrooms bungalow sited on 0.7 acre located in quite place in muthaiga, comes with perimeter...",94JY6wwCoDy82AZMZq1WkCcL.,4,250000
,Nairobi,Westlands,Town House 5bedroom Riverside.,magnificent town house five bedroom and good security.,9RDxN8wbxK3URqBIhfqJHE6t.,5,350000
,Nairobi,Westlands,Luxury 1bedroomed Unfurnished Apartment To Let,This is a stylish 1 bedroom unfurnished apartment Set in the heart of Westlands just off Waiyaki Way...,9TLE1k9qByHE1mUFKQ0RBy6I.,1,130000
,Nairobi,Westlands,Westlands 2 Bedrooms Letting,"Westlands letting, lovely well. maintained 2 bedrooms flat letting... rent is inclusive of all...",9X8UT66ta3T4PSSIfUl8uFhg.,2,65000
,Nairobi,Westlands,2 Bedroom Furnished Apartment on Muthangari,"This is a new development with the following modern amenities;
• resident’s lounge
• restaurant cafe...",9Y3aBOU5IruMClfionv5YVrc.,2,150000
,Nairobi,Westlands,"2 Bedroom Executive Apartment, Westlands, Waiyaki Way","2 bedroom executive apartment westlands, waiyaki way


description (unfurnished with an option to...",AZERz1nnQaH051ZNYaczNFqH.,2,100000
,Nairobi,Westlands,2and 1 Bedroom Apartments In Westlands,1 and 2 bedroom apartments in a serene gated community with maximum security. Located in westlands...,AZaz9Ebrzj3DG0o1x0gIceIH.,1,65000
,Nairobi,Westlands,Waiyaki Way 3 Bedrooms Letting Near Mountainview Estate,Waiyaki. Way letting 3 bedrooms master en suite ready to for occupancy with lift and 24/7 water......,BEECwXa8yMBJR2VX1PZSQjqa.,3,45000
,Nairobi,Westlands,4 Bedrooms Bungalow On Peponi Road,"5 bedrooms bungalow along peponi road sits on 0.9 acre.With ample parking space, electric fence,...",BQ6ZMa9RIKCdR6auIEzvHQd4.,4,250000
,Nairobi,Westlands,4 Bedroomed Bungalow To Let In Lakeview.,This is a well maintained traditional house located within the premier address of lakeview and...,BQ8pPZWTRrD3Xlur4nIQK3I0.,4,300000
,Nairobi,Westlands,Westlands 2br Flat to Let,newly built high class  finished flat at the heart of westlands walkkng to all the major shoping...,BQC0WEa1xfhYGdeeC7G7dFrR.,2,70000
,Nairobi,Westlands,Spacious 1br Cottage In Loresho,A spacious one bedroom cottage in the heart of Loresho with plenty supply of water .The property...,BcqpzjKK0OJmRSaHrWw2wQq4.,1,40000
,Nairobi,Westlands,Well Maintained 2 Bedroom Apartment,"Well maintained 2 bedroom apartment with a spacious lounge, large rooms with inbuilt wardrobes,...",Bekgraa5UCMQhklRsx67cKBF.,2,50000
,Nairobi,Westlands,2bedroom Apartment to Let in Kilimani,"This is 2Bedroom Apartment very new and modern apartment with indoor heated Swimming pool, indoor...",BicyHuiFtKhU5VBwHFWCZqeP.,2,88000
,Nairobi,Westlands,Executive One Bedroom Furnished Apartment In Westlands,"A fabulous one bedroom furnished apartment in the heart of westlands with adequate amenities, ie...",BinedWyFYcgOh3YuQ39fEo9i.,1,95000
,Nairobi,Westlands,3BR Aptmt - All Rooms En-suite With Balcony To Let,"- cozy  and very spacious 3br apartment in a serene area in westlands
- all bedrooms are en-suite...",BklZCBzonRyFQCZhqMUtnwpY.,3,100000
,Nairobi,Westlands,One Bedroom Fully Firnished Apartment On Matundu Road Westlands,"one bedroom apartment in the heart of Westlands Brookside,
Fully furnished to standard,
separate...",BojWDONP4fSUwAxGgnovUzg8.,1,70000
,Nairobi,Westlands,3 Bedrooms Penthouse to Let in Brookside Drive,Situated in the much sought after Brookside area of Westlands in a quiet cul-de-sac at the end of...,BqkW1VoxhCE4GYUWIKlFri2z.,3,100000
,Nairobi,Westlands,2 Bedroom Apartment To Rent In Riverside Drive Westlands,"loverly 2bedroom appartment to rent in westland riverside drive,it contains a hot water system,wifi...",C0bbKDASfNzoem8EQuJC52tb.,2,65000
,Nairobi,Westlands,1 & 2 BR Fully Furnished & Serviced Apartments To Let,"1 & 2 br fully furnished and serviced apartments to let 
- master ensuite
- all inclusive
- garden
-...",CeOMsUgdfNXjO7zABItwEwwm.,1,95000
,Nairobi,Westlands,Spacious 2 Bedrooms In Westlands,"24 hours security guards and alarm system ,u.N approved security standards,
ample parking...",Cl0gjZ3bts1ZYduOxSIkha0a.,2,60000
,Nairobi,Westlands,Fully Furnished 3 Bedrooms In Riverside Drive Westlands,-tastefully fully furnished executive 3 bedrooms modern spacious apartment with spacious room with...,CoZAhJoMRiOk7nEkDriaGPU7.,3,230000
