created_on,town,location,title,description,url_id,bedrooms,price
,Mombasa,Magogoni,Brand New One Bedroom to Let at Mombasa-Leisure,✔very spacious  ✔modern and fully tiled  ✔sliding windows  ✔wall wardrobes  ✔borehole water  ✔token ...,nnBkWuaNkBkcYPVcAqKbL8zM.,1,10000
,Mombasa,Magogoni,Two Bedroom To Let At Mafisini (Ref Hse:236),"***Its a brand new Two Bedroom,well painted 
***Its fully tiled with wall wardrobes
***Power...",tHaMXujf5KkSz7tePZJTxc13.,2,10000
,Elgeyo Marakwet,Tambach,One Bedroom to Let,"The house is located behind Iten national oil on Iten Eldoret road, the place is very excellent for...",4WeeEePOchb75j5uKrEjY1Au.,1,6000
,Mombasa,Junda,,,,,
,Kiambu,Muguga,5 Bedroom To Let In Muguga Site,"*5 bedroom master en suit located in muguga site
*500 m from the highway
*sitting on 100 by...",eNNwLraHR0ZTxmHkRTAovFQf.,5,25000
,Kiambu,Muguga,2 Bedrooms,"Spacious 2 bedroom in ruaka joyland 
near main road
enough parking space
constant water supply 
good...",glaJD2DEbZ7C4gg8VEAggyF0.,2,30000
,Nairobi,Umoja II,2 Bedroom Spacious In Umoja Innercore,Spacious 2 bedroom in umoja innercore,5BJOTaTstDQmjZM0lX0hazAl.,2,12000
,Nairobi,Umoja II,2 Bedroom House,spacious 2 bedroom to let with borehole water,5fT30RcLZI8EKXj6NFx8vj1r.,2,13500
,Nairobi,Umoja II,2 Bedroom Spacious In Umoja Innercore,spacious 2 bedroom in umoja innercore,84VfOjcjz0eUSsde1ugwO3af.,2,17000
,Nairobi,Umoja II,2 Bedroom Spaciou His In Umoja Innercore,spacious 2 bedroom in umoja innercore,8MfIL6oJMnHTzTAzOiw9Fwor.,2,15000
,Nairobi,Umoja II,2 Bedroom In Umoja Innercore,spacious 2 bedroom in umoja innercore,8WzVJGhJYKCY3ePwd5PuxpyK.,2,18000
,Nairobi,Umoja II,Spacious 2 Bedroom In Umoja Innercore,spacious 2 bedroom in umoja innercore,948BgGebjZuRjKHSFSVDrG6p.,2,16000
,Nairobi,Umoja II,Two Bedroom 15K,"Two bedroom umoja. 
Water throughout. 
Near unity primary.",BalcsS21EymQzOm2tLGkfgW3.,1,15000
,Nairobi,Umoja II,Main House In Umoja1,spacious main house in umoja 1 with water,dkobXJEf0QmsbrQXx0a8gs1q.,1,15000
,Nairobi,Umoja II,3 Bedroom In Umoja,spacious 3 bedroom in umoja1 innercore,fA0B1JyT8rge5POBu2ciB8tw.,3,20000
,Nairobi,Umoja II,Greenspan 3bedroom,"Three bedroom mansions. 
Servant quarter available. 
Huge parking space. 
Gated estate",kqBGIlnOGn54GpM2SGit9nbO.,3,55000
,Nairobi,Umoja II,Spacious Shop At Umoja 2,spacious umoja 2 shop,nmJew0yyLvKTtMInWOO2U4BT.,2,12500
,Nairobi,Umoja II,New One Bedrooms,"New one bedrooms along kagundo rd. 
Spacious with water throughout. 
Umoja 3 area.",pD0Stb0iDF7le324g2ekwgOI.,1,12000
,Nairobi,Umoja II,3 Bedroom In Umoja Innercore,spacious 3 bedroom in umoja innercore,rDwFp0oULTC3LA5n4Gdad025.,3,20000
,Nairobi,Umoja II,One Bedroom 15K,"One bedroom umoja. 
Modern finishing. 
Near umoja chiefs camp",tRKPieX8N0K6L34alfJOd79O.,1,15000
,Nairobi,Umoja II,New 2 Bedroom 18K,"Two bedroom near cathsam. 
Water throughout. 
Kitchen balcony 
bedroom balcony. 
17 by 9ft. Living...",uRR2cV9yXpWjJoeZcPqa8hDa.,1,18000
,Nairobi,Umoja II,2 Bedroom Nasra Gardens,"Two bedroom nasra gardens. 
Water throughout. 
Safe parking. 
Gated community. 
Second floor.",uUYmwlfk7IDNBUuu3oSVtSwM.,2,23000
,Nairobi,Umoja II,One Bedroom,"New one bedrooms. 
Near umoja chiefs camp
water throughout. 
Safe parking. 
Secure area",yqKRnWXIJVXjBrA2G7LvwIXL.,1,15000
,Uasin Gishu,Kamagut,2 And 3 Bedroom,"2 and 3 bedrooom available in west indies eldoret,",5CgkHc7sPLARI7hhVjFrSSa6.,2,25000
,Kisumu,Manyatta B,One Bed Room House,"one bedroom well painted ,well fenced with kitchen/ borehole water and tap water within the compound",5VdozMPy5VqGpSY0ISWwF61z.,1,5500
,Kisumu,Manyatta B,One Bed Room House With Kitchen,One bed room house and a kitchen well fenced with good security / tap water and borehole within the...,tZ8AXagCc8UgXVHzV8KFe0J5.,1,5500
,Nairobi,Zimmerman,Classic and Super Spacious Two Bedroom to Let in Zimmerman Estate,"Super spacious, classic,clean and high class two bedroom house to let in mirema estate,a serene...",6CzT5ATdUtawc96W6dTMghBd.,2,22000
,Nairobi,Zimmerman,Spacius 2bdrm Zimmerman,Spacius 2bdrm great modern finishing with water cctv wifi parking all available 24/7 call 4 more...,6qACvgYnlIipPzl8XPlP3JMd.,2,24000
,Nairobi,Zimmerman,Exquisite Newly Built One/Two Bedroom To Let In Zimmerman,"State of the art units with,Dstv,cctv cameras,24/7 guard, bedrooms are fitted with big wardrobes,...",7rtNlXaQuuH4qCxSq1CEnlnQ.,1,22000
,Nairobi,Zimmerman,Smart 2 Bedroom 2let,Spacius with water and security available 24/7 if interested call for more info,BzJejULMEGEcmLi5Cym620Xr.,2,15000
,Nairobi,Zimmerman,2bdroom To Let,"Spacius 2 bdrm with cctv, water,security,net balcony etc if intersted cll me but photo nimechukua...",CiLLZGqu3P3LQqV4vLvzrN5H.,2,20000
,Nairobi,Zimmerman,Spacius One Bdroom to Let,"Spacius one bedroom located at zimmerman 50mtrs from tamac, with full tme water security cctv...",dFJtwMAFIHPlBiGAAkudP8ZN.,1,15000
,Nairobi,Zimmerman,5 Bed Mansion,"Beautiful 3 bed mansion,all ensuite,very spacious rooms & kitchen,walk in closet,mature garden,...",fwRbifBd5RZUUrCRXAOckdWI.,5,300000
,Nairobi,Zimmerman,Spacius 1bdrm to Let,It's located at Zimmerman 100 mts from canopy stage water security cctv available 24/7,gmP9rOM8hIISj5ALEKDXqtNV.,1,12000
,Nairobi,Zimmerman,2 Bedroom Mirema,"spacius table room, kitchen stima token water free parking 2 security available just call 4 viewing",gtpVdHBrS8CRN7IpCvOmnihQ.,2,18000
,Nairobi,Zimmerman,Spacius 2bdrm,100mtrs from tamac water and security available call for info,pHbiwOYrYXIZJS2TngkuE4QL.,2,14000
,Nairobi,Zimmerman,2&1bdrms On Offer For Letting.,"-Executive finishing.
-Closets available.
-Separate toilet&bathroom.
-100mtrs from main Kamiti...",pbFvBfvMFwoflVoE6eP1IqeF.,1,20000
,Nairobi,Zimmerman,Zimmerman Mirema CO-OP Bank Kamiti Road One Bedroom to Let,"Zimmerman one bedroom to let
- right next to co-op bank 
- facing kamiti road 
- very large 
- large...",pfIXjRpQukRsVjfR3TYWp8qF.,1,15000
,Nairobi,Zimmerman,Executive One Bedroom With Lift,"its a one bedroom unit, whereby  and the other20k.
it's quite executive and has water,cctv,lift and...",rOmrtKnnJ7BPJwzOxdALkDEB.,1,20000
,Nairobi,Zimmerman,2bdroom Mirema,spacius 2bdrm house in mirema near cop bank water security all available 24/7 call 4 more info,vXdaDiXtDkR3tiC0FyHYmXEJ.,2,15500
,Nairobi,Zimmerman,2bedrm 50mtrs From Tarmac,spacius with water security etc call 4 info plz,wkbWbEaHwbFeBXTvyh33om0K.,2,14000
,Nairobi,Matopeni/ Spring Valley,4 Bedroom House To Rent In Spring Valley,"Specious bedroom house to rent in Spring Valley 
Has a 3/4 acre garden with mature trees and flowers...",5uJGZGRn51Cx5oBwriz79BPX.,4,250000
,Nairobi,Matopeni/ Spring Valley,Apartment 2brs Very Spaciours Ruaka,magnificent apartment 2brs and good security.,xbItdBsll1xlC230mFPnXf9g.,2,27000
,Uasin Gishu,Simat/Kapseret,Executive 3 BEDROOM,"This is a modern executive 3 bedroom apartment located in eldoret
spacious rooms
solar water heater...",5wlEm2oxbps2lKP3bYMk78Dh.,3,35000
,Uasin Gishu,Simat/Kapseret,Eldoret Town 2 Bedroom Furnished Apartment Pay Per Day,"Its located in a safe and accessible place. The rooms are neat. It's near 2 supermarkets, a hotel,...",Cb7GAcc1XdoNJi3mr7S8yUyx.,2,4500
,Uasin Gishu,Simat/Kapseret,Newly Built Spacious 3 Bedroom House to Let,"Nestled in a well-established neighborhood Estate, is this well maintained 3 bedroom House with...",bziAbf8YqRkhnqF3pAW9fE4r.,3,28000
,Uasin Gishu,Simat/Kapseret,Stylish 6 Bedroom Massionate to Let #Elgon View,"5 bedroom massionate let in lower elgon view (eldoret).
Features:-
-stand alone
-5 spacious bedrooms...",hMQt2H6GvrFga84avAO7i3UJ.,6,80000
,Uasin Gishu,Simat/Kapseret,Executive Modern 3 BR House to Let,"*master ensuite with very modern finishes available for quick let. 
*Spacious sitting room.
Hey...",hyJJv3QpHS2hKDCiF8nOi0QX.,3,35000
,Uasin Gishu,Simat/Kapseret,"4 BEDROOM BANGALLOW ON RENT,Upper Elgon View","*a beautiful house located only 10 minutes drive to eldoret shopping center.
 *the house is in a...",ka5txdIujbuEmwTpmbUGX9Xv.,4,50000
,Uasin Gishu,Simat/Kapseret,An Enticing 4br To Let Elgonview,#NAME?,mefnRlgHfhugCgBJ5QIpawCb.,4,45000
,Uasin Gishu,Simat/Kapseret,Spacious 2BR to Let,"Spacious 2 bedroomed master ensuite apartment:eldoret
situated along kapsabet-airport road
 for more...",p3PUhfE9kmq9LPTQ4nAM3LEo.,2,26500
,Uasin Gishu,Simat/Kapseret,Spacious 2 Bedrooms To Let,#NAME?,r9qDQ5eAE1Vc3hVxTg5fm9wT.,2,21500
,Uasin Gishu,Simat/Kapseret,"Elegant 4 Bedroom House To Let All En-suite,Eldoret",3 bedroom all ensuite with very modern finishes available for quick let. The apartments boast of...,s83B6JFU4EiPVl7pRzjjRWR9.,4,40000
,Uasin Gishu,Simat/Kapseret,Executive 3 Bedroom BANGALLOW to Let Elgonview,"-within a gated community 
-spacious rooms
-master en-suite 
-own compound 
-sits on 1/2 ha
-newly...",uiVtdFRjHlyJxRbXnqxynw4t.,3,35000
,Uasin Gishu,Simat/Kapseret,Exquisite 5 Bedroom Massionate to Let#Elgon View,"Exquisite 5 Bedroom massionate house to let !!(ELDORET)@60k
📞 Whatsapp/call josh / 
*2 houses...",zupgqUzrsXKLeqPhb8iBFHwC.,5,60000
,Nyeri,Rware,Lovely and Well Finished Three Bedroom in Nyeri Town Ring Road,"This is a well positioned and newly two bedroom house ready for occupation fully tiled,with spacious...",xcF1JcwJ5IyakpoNxhaGX7nT.,3,24000
,Kericho,Kapsuser,3 Bed Room House Own Compound To Let,"Own compound house to let

this 3 bedroom  all ensuite house is available for let services.
It is...",6AWsDsUioGvES0spGm2mXp7M.,3,25000
,Nairobi,Utawala,Utawala Smart New Two Bedroom Apartments,"Available a newly constructed two bedroom apartments, 50 meters from the bypass in a very convenient...",6AhbsbZypYu6GbykHMlMJUFc.,2,20000
,Nairobi,Utawala,"Utawala Smart 2br Apartment Behind Tumaini, Separate Toilet And Bath.",Utawala 2br apartment with separate toilet and bathroom. Quite spacious and on a 1 floor apartment....,990x8LAfzdX9U1WmnmJIyoY.,2,16000
,Nairobi,Utawala,Spacious One Bedroom Apartment In Utawala Embakasi Area,"Spacious one bedroom
With large bedrooms and living rooms",9ZUoQwliBhPAg1u5H2PGAA0k.,1,12000
,Nairobi,Utawala,3bedroom To Let In Green Field,"3bedroom to let with borehole,good security and backup generator",aCM1wI2pIy1PUG6HmdRBwiwz.,3,33000
,Nairobi,Utawala,2 Bedrooms to Let,Spacious 2 bedrooms to let at Utawala Mihango near v-mall.a compound of 4 pple,dVJo4GAckgZz4XuCRYa1JHJ.,2,20000
,Nairobi,Utawala,1 Bedroom To Let Utawala,1 bedroom to let kwa chief stage,gm8WBVHcBNyh0zgUaIfcs7Dx.,1,13000
,Nairobi,Utawala,3 Bedroom Master Ensuit To Let Utawala,"3 bedroom own compound to let utawala
viewing 1000",jTKmTFVeDO4MzLmZsBzXJexo.,3,37000
,Nairobi,Utawala,1bedroom Master Ensuit Utawala,"Master Ensuit 1bedroom in utawala , patking is available , security is available , its gated area, 
...",uStUGJeWIlN7stFBsFcAg9jw.,1,17000
,Nairobi,Utawala,Spacious One Bedroom And A Bedtsitter For Rent,One bedroom on the 1st floor available at Kshs 18000 and bedsitter on top floor at Kshs 10000.,xbYAB9otoonos5JmyoMRHbIr.,1,18000
,Makueni,Nguumo,Newly Refurbished 3 Bedroom Maisonette To Let Ngumo,"#newly refurbished 3 bedroom maisonette to let ngumo 

Located 5.2km from Nairobi city center,close...",6bgRiyzONh0H1bDJzlPcERyp.,3,70000
,Makueni,Nguumo,Lovely 1 Bedroom Extension To Let Ngumo,"#ngumo 1 bedroom extension to let 

Near Kenyatta hospital, Daystar University,riara...",kseXhhOKqWrLQk3pxpp2CiL9.,1,25000
,Kisumu,Market Milimani,Three Bedroom House To Let,"A three bedroom house within Milimani to let
A three bedroom house within Milimani to let. Its a...",82DuhC5vb3bHABYbttzOZf4p.,3,70000
,Kisumu,Market Milimani,Lavish 2 Bedroom House in Milimani,Working from home looking for a new environment to live in just a walking distance to town and...,cvGBCUcatifaNMPRa3S6vJs7.,2,35000
,Kisumu,Market Milimani,House to Let Mlimani 3brmr,House in kisumu mlimani to let 3brms call kumba nick,d1bYyRkSrVUYZekbVewqdGgf.,3,47000
,Kisumu,Market Milimani,1 Bedroom SQ Milimani,"1 bedroom Sq in Milimani in a very secure compound
Rent inclusive of water",kUTPw4fCxrhjSlewUJ1oRlIn.,1,18000
,Kisumu,Market Milimani,Executive 3 Bedroom Apartment With Dsq for Rent,Executive apartment in a quiet environment. Close to nairobi cbd and accessible from Dennis Pritt...,tv4av2zZua7feEQuFCKSLqat.,3,185000
,Kisumu,Market Milimani,2brms Mlimani House To Let,2brms to let mlimami,wbEQmM0gLdniwvH0nxyOKRTL.,2,50000
,Murang'a,Makuyu,2 Bedrooms To Let At Kenol Town Bhind D.0 Road Ad Next To Prestige Hse,"Elegant finishing
specious rooms
kitchen and wardrobes fitting
big balcony
cctv
electric fence
water...",7F6GOllbMtenOC9aqHiehMlo.,2,15000
,Kisumu,Kolwa East,1 Bedroom House for Rent,"1 bedroom house with tight security around the compound (Rottweiler Dogs),water inclusive on rent...",7J7ywMkoYdzAf2sLgspqCfz8.,1,7000
,Kisumu,Kolwa East,1 Bedroom House for Rental,Tight security with gsd and Rottweiler dogs around the compo,uCxIGCTUe36wCO1N9eFmgMvc.,1,7000
,Kiambu,Murera,Executive One And Two Bedroom To Let,One and Two bedrooms to let  kimbo ruiru on your way to matangi800m from thika superhighway. The...,b60UUVXGyKH1reu4EhAj4ztm.,1,18000
,Kiambu,Murera,Three Bedroom All Ensuite,Three-bedroom TO LET located in Membley Ruiru Bypass area about 500 from the Thika Superhighway....,kodWqQkUMbgIBSFOdooyl4nG.,3,40000
,Kiambu,Murera,3 Bedroom House To Rent,"3 bedroom house,  extended sheltered kitchen with spacious shelves, two wardrobes, internal parking...",tXzWLIJAmWtKpjzXwEsle6z7.,3,22000
,Kiambu,Murera,3 Bedroom Bungalow For Renting At Ruiru Linda Near At Linda School,"Gated community,own compound, master ensuite, walking distance from Matangini shopping centre",ui1OXHwXJDWFEnJrcLUWlLz1.,3,20000
,Kiambu,Murera,One Bedroom to Let,Two bedroom an one bedroom to let toll area kimbo ruiru at 12k and 7k for one bedroom,v8HRaCRLOiFOZPUUTAz0csBE.,1,7000
,Machakos,Kangundo North,Double Rooms With Own Toilets-joska,Spacious double rooms for rent at Joska near Bredenah school alond Sadamte road. They have floor...,7SUQuhoQrDVOi4JafHR2IR8x.,2,4000
,Kiambu,Karuri,One Bedroom House In Karuri Banana,one bedroom house in karuri banana,7VBviWSGguSoNepp5BkUvP8k.,1,6000
,Kiambu,Karuri,A 3 Bedroom House,A 3 bedroom bungalow in a gated community near Ruaka,83BSltJFcKpjLfUJiql6P1L5.,3,35000
,Kiambu,Karuri,Two Bedroom House In Ruaka,Two bedroom house in ruaka,dQ6RJYpuooWcIaKhiX3VCqFo.,2,25000
,Kiambu,Karuri,A Five Bedroom Townhouse In Westland,A 5 bedroom house townhouse in westland,kWFpaAYYF5ecW3XeTOzs1ggC.,5,225000
,Kiambu,Karuri,1 Bedroom Fully Furnished & Serviced To Let In Rosslyn Lone Tree,In this serene green quiet area & high end estate of Rosslyn Lone Tree i have fully furnished &...,laa6Q8BNzpV0JADu6RBVtvO4.,1,100000
,Kiambu,Karuri,Own Compound House of Five Bedroom Masionette in Banana Centre,Own compound masionette house of 4 bedroom in banana centre in touching tarmac all ensuite,ojms0KkpRZkitv56DYhcRpR.,1,55000
,Kiambu,Karuri,A Two Bedroom House,A newly refurbished 2bedroom in banana,raXr1FZDrlZpDtog31cadt9v.,2,15000
,Kiambu,Karuri,Two Bedrooms To Let Banana Karuri,"Two bedrooms unit in Karuri Banana area,walking distance from main Tigoni road,borehole water...",wKPYqk46Xu3OBloLfkZzcoau.,2,16000
,Kiambu,Karuri,2 Bed Shared Compound in Ruaka-Banana Road,"2 bedroom house- shared compound of three persons
Its masters ensuite
Have spacious kitchen
water...",wPY80xJH5xUgWQGqoVw0RWvq.,2,25000
,Kiambu,Karuri,Magnificent One Bedrooms to Let Ruaka.,Located along limuru road( ruaka) 5-10min drive from un headquarters... The residents will enjoy...,x65OfXZSbt8TctDJU8rjR8So.,1,23500
,Kiambu,Karuri,Four Bedroom Mansionette In Banana In An Own Compound Touching Tarmac,four bedroom plus a study area in banana centre own compound touching tarmac  a mansionette house,xiEhBCBiJkeaGH8mxNWJ3HfE.,1,53000
,Kiambu,Sigona,Two Bedroom Ensuite,"spacious
ample parking lot
hot shower
sufficient water supply",7vAFb2qKSSPKvfjCz1FZGmMc.,2,20000
,Kiambu,Sigona,Kileleshwa 3 Bedrooms Master Ensuite Plus Dsq To Let,"KILELESHWA 3 BEDROOMS MASTER ENSUITE PLUS DSQ TO LET Ksh. 95,000/-
-serene neighbourhood 
-efficient...",9QBwY4OY7tAyB0KgLW296uog.,3,95000
,Kiambu,Sigona,Syokimau 2 Bedrooms Master Ensuite To Let,"-ample parking 
-borehole
-easy access to Mombasa road
-24 hr security
-laundry area 
-pantry",md34wFYtnIlzAcKX695f3gzJ.,2,30000
,Kiambu,Sigona,Standalone House For Rent In Zambezi,a standalone house for rent in zambezi,nQrpOtWbP2ivkpi0BZHsNLZY.,1,35000
,Kiambu,Sigona,Kileleshwa 4 Bedrooms 2 Ensuite To Let,"KILELESHWA 4 BEDROOMS 2 ENSUITE TO LET 90,000/=
-dining area
-borehole
-few units in compound
-easy...",p8z6zZSLEmgYFQo41tpTdDLt.,2,90000
,Kiambu,Sigona,2 Bdr Spacious Master en Suite,"Spacious 2 Bdr within a large green compound located off Zambezi - Nderi tarmac road.
Master bedroom...",pG8h3BZR1sghqYDYeUwdyQdb.,2,25000
,Kiambu,Sigona,Zambezi 2 Bedroom Executive Apartments,"Enjoy serenity without compromising on convenience.
These apartments are located only 1km from...",yIfVykKnuTATYuhvAJpIdPIn.,2,28000
,Kiambu,Gitothua,Bypass 4bedroomed 2en Suit + Servant Quarter Own Compound Mansion,Here's a vacant 4BEDROOMED 2en suit own compound glamorous mansion to let along the eastern bypass...,86llBkpcLL9Hdf7nMmrozAGO.,2,50000
,Kiambu,Gitothua,Membly 4bedroomed Master en Suit Own Private Compound in Residential,Located in a serene residential estate near tarmac place safe en sound and child friendly too @ a...,8RQCA4YnPXhzfhApxILr1vzg.,4,45000
,Kiambu,Gitothua,"4-bedroomed Maisonette For Rent At Ruiru,Kihunguro","Very spacious rooms,safe parking, 300m from Thika superhighway, 200m from Fairview Academy,200m from...",A59fjz2s0hnyPGHoedhWMTjR.,4,35000
,Kiambu,Gitothua,Membly 4bdrm Master Suit Modern In Gated Estate Near Tarmac + Fibre,"Exquisite;
classic;
modern;
really spacious;
adorable interior;
private own compound;
leafy...",aJQvpdZ0EC9DP0dWIIUXitsQ.,4,55000
,Kiambu,Gitothua,RUIRU RAINBOW Two Bedroom House to Let,Two bedrooms house located few metres from Thika road. just behind Ruiru rainbow resort.,clRbUTBwsC52atJwhwUZUWMD.,2,18000
,Kiambu,Gitothua,Membly Ruiru 3bedroom Master en Suit Family Home in a Gated Estate,Consider this newly finished 3bdrmed all en suit duplex family home in a secure gated community...,d4xsHS7YVpGWEXsOkcbbOwFI.,3,35000
,Kiambu,Gitothua,Ruiru Vacant Modern 1bdrm Quite Spacious; Private Balcony; Saf Fibre,"Decent,
spacious,
got safaricom fibre,
private balcony,
located in a security guaranteed...",jObgFluLpWF0xEXHPLKxMj32.,1,11000
,Kiambu,Gitothua,Bypass Modern 3bdrmed Master en Suit Condo Tolet With a Remarkable Inn,"Here's a vacant 3bdrm super lovlie master en suit family home along the eastern bypass @ 40,000/=...",l88B13XTfzHpuNJXLlTpTzJy.,3,40000
,Kiambu,Gitothua,Membly 3bedroomed + Sq Master En Suit Family Home To Let Near Tarmac,Newly hunted 3bedroomed master en suit magnificent & modern Bungalow + a self contained sq within a...,mBOfSNpD8rZ7Q5QSf4VpAfxd.,3,40000
,Kiambu,Gitothua,"4 -bedroom Mansion At Membley,Sweetwaters For Renting","A 4-bedroomed mansion for renting,only 5min from thika superhighway, supplementary borehole, cctv,...",wHSsqG83RonVmyyOzIuHiq7T.,4,40000
,Kiambu,Gitothua,"3BEDROOM BUNGALOW Kenyatta U. Master Ensuite, Rent 50k Gated Court.","A 3bedroom bungalow, behind kenyatta university, master ensuite, with perimeter fence. Tiled floor...",xBQ2HhpfeZ1EVESzylF35JI1.,3,50000
,Kiambu,Gitothua,Eastern Bypass 4bedroomed + Sq Master en Suit in a Gated Estate,"Glamarous family home;
Near tarmac ( eastern bypass );
Got a magical view to the Kilimambogo ( ol...",zSBRjalrn7Ccpf9qIg0cM7fj.,4,50000
,Kiambu,Kalimoni,To LET 2bedroom in TOLL Thika Road Opp GSU Ruiru,Spacious 2bedroom @18k (one bedrooms@11k) parking is spacious .water throughout.100metrs off Thika...,8CsdyCJfvXIMzrkYr2vUVoYO.,2,16500
,Kiambu,Kalimoni,TO LET 2bedrm (5tenants) In Kimbo Ruiru Off Thika Road Opp NIBS Colleg,"spacious 2bedrm with only five tenants.walking distance from thika road (opp.NIBS college)
parking...",BojCuDNuBnAIdz3aD5vvkcKk.,2,18000
,Kiambu,Kalimoni,TO LET 3bedroom In Kimbo Ruiru 800mtrs Off Thika Road,"The mini flat has 5 tenants only.It has a parking lot 
has solar panels for (hot shower)
its only...",x4XLnZ6wpekLheVY8MSlJVEL.,3,22000
,Nanyuki,Nanyuki,One Bedroom Units,"Newly built spacious one bedroom units for rent. Terms include; rent and one mnth same amount,...",8E61bqhZKkSCXMVa2A3SehEj.,1,9000
,Nanyuki,Nanyuki,2 Bedroom Nanyuki Town To Let,"I'm donlex enterprises

2 bedroom nanyuki town to let

own compound,master en-suite,safaricom...",9QOPt3m9PjdEmWGpjpa9PGJk.,2,25000
,Nanyuki,Nanyuki,2 Bedroom Houses Nanyuki Town,"tilled,large water storage tanks,only 6 units 1 apartment,perimeter wall,wardrobes,kitchen carbinets",cK6oKuYDTJnLWlSB4SwBsnuc.,2,13000
,Nanyuki,Nanyuki,2 Bedroom Houses Nanyuki Town,"partly tilled,parking,by the tarmac",cqz0lVDrJRLJmmzMbktXSmvP.,2,15000
,Nanyuki,Nanyuki,4bedroom Own Compound To Let Nanyuki Town,"Own compound,perimeter wall,water tank",d3yVWdH10ybAGyeU8vyqxciL.,4,45000
,Nanyuki,Nanyuki,3 Bedroom Nanyuki Town To Let,"I'm donlex enterprises 

3 bedroom nanyuki town to let

own compound,master en-suite,inbuilt kitchen...",dMhwg8ngBdEEJuF1PPknyv2u.,3,30000
,Nanyuki,Nanyuki,Two Bedroom Tolet Nanyuki,"Located at teachers, there is ample parking, Its 5mins drive from nanyuki town, near amenities like...",pJICCfh6MotboHD1qriEJ54A.,2,18000
,Nanyuki,Nanyuki,2 1 Bedroom Houses to Let Nanyuki Town,"I'm donlex enterprises
for enquiry / 
houses to let nanyuki town
inbuilt wardrobes,open american...",tPuiIAegWrYZlEYLMLh27LTp.,1,20000
,Nanyuki,Nanyuki,4 Bedroom Own Compound Nanyuki Town SELLING AT 20M,"4 bedroom master ensuite,own compound of (100 by 100 plot),water tank,solar water heater,kitchen...",uRFapgM6ue4VDUFKBfHeerab.,2,45000
,Nanyuki,Nanyuki,Brand New! 3 Bedroom Bangalore Nanyuki to Let,"3 bedroom master ensuite,open american kitchen,water tank,gated community",xpRaZFSg7TH5B27plVnu5qVz.,3,35000
,Kisumu,Migosi,Three Bedroom Master Ensuit Available New Gudka Own Compound,"Three bedroom master ensuite.Own compound with  wall and razor wire ,available at new Gudka close to...",8Qzt0ACYiJQ8aaR7lzk7PYUW.,3,25000
,Kisumu,Migosi,1 Bedroom Lolwe,1 bedroom with spacious room in lolwe,ny0upOBzHXXreQUcWBbBohI7.,1,11000
,Kisumu,Migosi,2 Bedroom Migosi,2 bedroom spacious in Migosi call if interested,pgLJvvVKEIrnosgKbbnf8Kp.,2,13000
,Nairobi,Mihango,Spacious 2 Bedroom Master Ensuite to Let in Utawala.,House located in a gated court with 24hour security service. Less than 500m from tarmac. The house...,8Rwrmbc5eyXEFKzUdNOxFSRW.,2,15000
,Nairobi,Kawangware,Three Bedroom Apartment at Dagoreti Corner,Three bedroom apartment near dagoreti corner on naivasha road and just five minutes walk to the...,8SzAZhOs2oVea6gzGRJ8D2pI.,3,50000
,Nairobi,Kawangware,2 Bedrooms Apartment Ready For Occupation.,"Head-turning style, excuisite design!!

Are you looking to reside luxuriously around the wanyee...",b7uOMJpb5joPXPnVMsQPe17R.,2,42500
,Nairobi,Kawangware,Gitanga 48 Apartments For Rent,"Modern bedsitters and 1 bedroom apartments located along gitanga road.
Features
» modern...",fNBp7UbfwTlLjUAVV0mzjb8a.,4,25000
,Nairobi,Kawangware,1 Bedrooms to Let in Amboseli.,"1 bedroom to let in Amboseli ,near Lavington.
Rent 20k.inclusive of water.",me0CaD2QeofmMf7AByzfDvI.,1,20000
,Nairobi,Kawangware,One Bedrooms Apartments To Rent At Kawangware,"morden Apartments one bedrooms 
morden finishing and tiled floor with interior  desig .
spacious...",oCmbn28Yv1hWufq6hoNH6M85.,1,25000
,Nairobi,Kawangware,Exclusive 3 Bedroom Apartment Master Ensuite In Kawangware Kikuyu Rd,"Available for immediate occupation, newly built 3 bedroom apartment master ensuite.
A 6th floor unit...",qigiMZydGNoPAG9RGmrngA3l.,3,35000
,Nairobi,Kawangware,To Let: 1and 2 Bedroom Near Satellite Police Station,"Newly built one and two bedroom apartment near satellite police station. There's water, internet...",ze0fhZFpbJ2tAokCF3DTRsWL.,1,18000
,Mombasa,Kipevu,Modern New 1BR Flats At Ksh 13K-15K To Let At Chaani/Kipevu Mombasa,Very prime and affordable spacious brand new 1br flats at ksh 13k/14k/15k to let at chaani and...,tur02k01OqBYLWSZPyCU424n.,1,13000
,Mombasa,Kipevu,Brand New 2BR Apartments At Migadini Area Mombasa To Let,"Brand new 2br apartment at ksh 17k to let at migadini area, mombasa mainland. On nd floor. With...",uV9LjxvhkpzWFUPnbHBXLDi8.,2,17000
,Mombasa,Kipevu,Lowest Cost 1BR Flat To Let At Migadini Mombasa Mainland,"Lowest cost 1br flat at ksh 9k to let at migadini area, mombasa mainland. On 1st floor. With red...",uhZ5c3l2eaSTkxdsrf9GRDSF.,1,9000
,Kisumu,Riabai,Kiambu Riabai 3 Bedroom Bungalow Own Compound,"Nice house, peaceful area just a few metres away from the tarmac. it's the 3rd plot from tarmac!...",8vw81vhj51DY4MNHoXWVhYwm.,3,25000
